gene_name	gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
SHANK2	ENSG00000162105.22	47.5889	-0.2415975	0.42660417	0.1818938	0.367127
SNX17	ENSG00000115234.12	1869.003	-0.1774304	0.15643877	0.1819454	0.3671567
ENSG00000290427	ENSG00000290427.2	166.1566	0.2376432	0.34146315	0.1819401	0.3671567
MMP24OS	ENSG00000126005.18	617.8395	-0.166774	0.14309124	0.181985	0.3671994
ENSG00000223774	ENSG00000223774.6	16.63058	0.2369709	0.33554537	0.1820037	0.3671998
PDLIM4	ENSG00000131435.14	1960.054	-0.2249163	0.26089425	0.1820511	0.3672581
SPNS1	ENSG00000169682.18	483.8862	-0.2079482	0.20825161	0.1821423	0.3673444
ADAM20P1	ENSG00000290783.1	25.79738	0.2401837	0.37271903	0.1821136	0.3673444
ENSG00000308605	ENSG00000308605.1	38.84248	-0.2248362	0.26078217	0.1821492	0.3673444
ACTBP4	ENSG00000286676.1	16.19341	0.2411926	0.42999046	0.1822839	0.3675787
MYCBPAP	ENSG00000136449.17	36.14333	-0.2189996	0.23887379	0.182306	0.367586
OGDH	ENSG00000105953.17	2741.383	-0.174356	0.15262836	0.1823287	0.3675945
ENSG00000289457	ENSG00000289457.3	33.74101	-0.2396244	0.36704521	0.1823575	0.3676155
UVRAG	ENSG00000198382.10	1278.454	0.200852	0.19363403	0.1823981	0.3676601
CFAP69	ENSG00000105792.20	193.2903	-0.2196641	0.24166625	0.1825997	0.3680025
AFG2B	ENSG00000171763.21	310.3548	0.1956494	0.18429274	0.182605	0.3680025
MCF2L2	ENSG00000053524.13	104.9784	-0.2328555	0.30637507	0.1826745	0.3681052
ZNF417	ENSG00000173480.11	747.7374	0.1970296	0.18684107	0.1827495	0.3681895
PVT1	ENSG00000249859.15	849.967	0.2307601	0.29306006	0.1827533	0.3681895
PGCKA1	ENSG00000154274.16	48.39539	-0.2352914	0.32568535	0.182859	0.368216
DHX36	ENSG00000174953.15	2616.007	0.1870251	0.17050814	0.1828321	0.368216
CDPF1	ENSG00000205643.12	119.2032	-0.2008275	0.19399643	0.1828548	0.368216
ENSG00000260997	ENSG00000260997.1	17.83327	-0.2330802	0.30842997	0.1827879	0.368216
ENSG00000280383	ENSG00000280383.1	151.4257	0.2410652	0.4077119	0.1828312	0.368216
SEMA3B	ENSG00000012171.21	28066.53	-0.2293292	0.28512012	0.1828892	0.3682396
TFB1M	ENSG00000029639.12	224.5002	0.1671465	0.14402431	0.1830536	0.3685333
GPAM	ENSG00000119927.15	901.2326	-0.1921948	0.17882894	0.1831	0.3685523
RAB11FIP1	ENSG00000156675.17	876.9666	-0.1997381	0.19212234	0.1830974	0.3685523
HNRNPA1	ENSG00000135486.20	16125.81	-0.1864253	0.16981855	0.1831638	0.3686433
SSX2IP	ENSG00000117155.18	491.5258	-0.2138823	0.22458532	0.1831913	0.3686614
CACNB1	ENSG00000067191.18	208.3741	-0.2202391	0.24501474	0.1832965	0.3688038
BACH1-IT1	ENSG00000248476.1	28.39833	0.2376694	0.35087685	0.1832991	0.3688038
PDGFRB	ENSG00000113721.15	3688.316	-0.1977801	0.18870173	0.1833626	0.3688942
ENSG00000261003	ENSG00000261003.1	18.49395	0.2383903	0.36088341	0.1834962	0.3691257
SLCO3A1	ENSG00000176463.14	723.7943	-0.2199595	0.24456369	0.1835885	0.3692739
PRKCI	ENSG00000163558.14	1388.29	0.1932762	0.18101417	0.1836263	0.3693125
AARD	ENSG00000205002.4	49.10989	-0.2386917	0.36617944	0.1836448	0.3693125
GDI2	ENSG00000057608.19	6958.548	0.1763572	0.15595525	0.1836986	0.3693262
RRN3P2	ENSG00000103472.11	944.0541	0.2303062	0.29373722	0.1837072	0.3693262
PIPSL	ENSG00000180764.14	13.29028	-0.2400952	0.39243641	0.1836927	0.3693262
ENSG00000287932	ENSG00000287932.2	63.02777	0.238345	0.4538289	0.1837628	0.3694006
AMDHD2	ENSG00000162066.17	480.6135	-0.2204401	0.24683198	0.1838496	0.3695016
ABCA11P	ENSG00000293360.1	106.372	0.2082298	0.21084073	0.1838502	0.3695016
ZNF584-DT	ENSG00000232098.4	168.2413	-0.204522	0.20256979	0.1839429	0.3696132
ENSG00000308051	ENSG00000308051.1	48.71325	0.2346375	0.32591242	0.1839424	0.3696132
PTN	ENSG00000105894.14	367.3091	-0.239869	0.39369325	0.1840761	0.3698061
BACE1-AS	ENSG00000278768.5	517.2433	0.1832235	0.16566114	0.1840643	0.3698061
SETD9	ENSG00000155542.13	111.2911	-0.2212469	0.2504872	0.184139	0.3698952
UPB1	ENSG00000100024.16	18.65298	-0.2392519	0.38261994	0.1843013	0.3701466
MORF4L2	ENSG00000123562.19	5729.701	-0.1619593	0.13845553	0.1842961	0.3701466
ENSG00000257526	ENSG00000257526.4	23.46678	-0.2284294	0.28472329	0.18432	0.3701467
ENSG00000284976	ENSG00000284976.2	82.72311	-0.2381893	0.45106411	0.1843403	0.3701501
NCOR2	ENSG00000196498.16	6751.199	-0.2103488	0.21673335	0.1844061	0.370245
ZNF324	ENSG00000083812.14	421.2426	0.1508196	0.12617557	0.1845105	0.3704136
LINC00595	ENSG00000230417.13	21.13306	0.2304587	0.29777492	0.1845274	0.3704136
ENSG00000267749	ENSG00000267749.1	14.75454	0.2393667	0.43229098	0.1845884	0.3704988
RPP30	ENSG00000148688.15	560.3477	0.1531402	0.12871696	0.1846323	0.3705494
TESC	ENSG00000088992.19	19.28705	-0.2333665	0.31967585	0.1847626	0.3707735
CEP128	ENSG00000100629.18	372.0098	0.2260005	0.27314583	0.1847935	0.3707982
COA6	ENSG00000168275.16	199.2083	-0.2002238	0.19462206	0.1848535	0.3708813
ALG11	ENSG00000253710.5	2338.371	0.1784159	0.15941787	0.1849637	0.3710649
BBS12	ENSG00000181004.10	428.472	0.2030383	0.20064394	0.1851705	0.3714422
FHDC1	ENSG00000137460.11	1651.37	0.223425	0.26194491	0.18519	0.371444
TEX29	ENSG00000153495.12	14.00479	-0.2292572	0.29275999	0.1852239	0.3714745
SLC52A2	ENSG00000185803.13	375.0086	-0.2198528	0.24749332	0.1852883	0.3715288
ENSG00000288817	ENSG00000288817.2	14.53459	-0.2192789	0.24534518	0.1852825	0.3715288
PYROXD2	ENSG00000119943.14	256.178	-0.206098	0.2075253	0.185325	0.3715649
KANTR	ENSG00000232593.9	618.419	0.2110528	0.21980985	0.1853654	0.3716086
PEX5L	ENSG00000114757.19	674.589	-0.2391729	0.41733877	0.185433	0.3716757
PLEKHA3P1	ENSG00000269800.1	19.92828	-0.2316289	0.3096379	0.1854549	0.3716757
ZKSCAN2-DT	ENSG00000274925.2	93.40683	0.2167323	0.23676331	0.1854424	0.3716757
ENSG00000290022	ENSG00000290022.2	17.85302	0.2383852	0.43802073	0.1854812	0.3716909
SP2	ENSG00000167182.17	687.9083	-0.2104555	0.21842643	0.1855166	0.3716977
ENSG00000268858	ENSG00000268858.3	213.5854	-0.1870179	0.17225416	0.185522	0.3716977
PRICKLE3	ENSG00000012211.14	128.3364	-0.2057109	0.20700072	0.1856551	0.3718895
ENSG00000280202	ENSG00000280202.1	22.05522	-0.2273218	0.28278719	0.1856511	0.3718895
KCNK6	ENSG00000099337.6	920.6868	0.2243227	0.26745454	0.1857247	0.3719915
TNRC6B	ENSG00000100354.23	5388.042	0.224676	0.26926719	0.1857649	0.3720346
ASIC3	ENSG00000213199.9	57.08651	-0.2288603	0.29242288	0.1858102	0.3720879
LINC02028	ENSG00000230102.9	21.12329	0.2293344	0.29550881	0.1858367	0.3720979
ENSG00000263620	ENSG00000263620.1	56.49582	0.2256156	0.27421878	0.1858526	0.3720979
C2orf66	ENSG00000187944.5	13.41987	-0.2352631	0.34325614	0.1859036	0.3721625
GTF2A1-AS1	ENSG00000273783.3	33.97195	-0.2206517	0.25225011	0.186086	0.3724903
EIF3G	ENSG00000130811.13	1784.639	-0.1940403	0.18423254	0.1861275	0.3725358
MATR3	ENSG00000015479.21	12025.68	0.1489712	0.12484872	0.1862798	0.3725409
GNAO1	ENSG00000087258.18	112.2835	-0.2376654	0.37731188	0.1862167	0.3725409
TTC31	ENSG00000115282.22	755.6555	0.1706445	0.14985851	0.1862523	0.3725409
BTG3	ENSG00000154640.16	734.002	-0.1940022	0.18427077	0.1862625	0.3725409
CAMK2N2	ENSG00000163888.4	11.28734	-0.2340317	0.33331129	0.1862412	0.3725409
FGD5-AS1	ENSG00000225733.8	8367.553	0.1728752	0.1526984	0.1862111	0.3725409
ENSG00000273987	ENSG00000273987.1	22.59709	0.2199688	0.24977265	0.1861913	0.3725409
ENSG00000275437	ENSG00000275437.1	20.93777	0.2317089	0.31346984	0.1861711	0.3725409
MRPS12	ENSG00000128626.13	179.6079	-0.2043419	0.20481578	0.1864952	0.3729343
ENSG00000259865	ENSG00000259865.1	163.8767	0.2153338	0.23410938	0.186581	0.3730682
SEMA4A	ENSG00000196189.15	259.0684	-0.2210465	0.2550361	0.1866232	0.3731151
SLC22A4	ENSG00000197208.7	113.4262	-0.2085502	0.21499195	0.1866844	0.3732001
FAM117B	ENSG00000138439.12	461.5057	0.2143581	0.23131665	0.1867602	0.3733141
FAM3A	ENSG00000071889.18	613.3342	-0.2153279	0.23459064	0.1868852	0.3734393
GBA1	ENSG00000177628.17	1700.009	-0.2034884	0.20334774	0.1868947	0.3734393
ANKRD65-AS1	ENSG00000225905.2	38.92345	0.2092539	0.21702495	0.1868724	0.3734393
ENSG00000289380	ENSG00000289380.1	18.07409	0.2380972	0.40237055	0.186898	0.3734393
ENSG00000300630	ENSG00000300630.1	43.99712	-0.2315035	0.31543985	0.1869302	0.3734662
PEX13	ENSG00000162928.10	705.0511	0.1535287	0.13004123	0.1870015	0.3735713
CHN2	ENSG00000106069.27	281.306	-0.2230659	0.26502297	0.1870739	0.3736784
FAM66D	ENSG00000255052.6	409.2022	-0.2218464	0.2596987	0.187161	0.3737773
CD99P1	ENSG00000292362.2	131.6664	0.2321327	0.32157158	0.1871455	0.3737773
TLN1	ENSG00000137076.23	28139.21	0.1759368	0.15731742	0.1872886	0.3739946
IL12RB1	ENSG00000096996.16	86.96887	-0.2248097	0.27429114	0.1873176	0.374015
DARS1	ENSG00000115866.12	1718.648	0.1417352	0.11768425	0.1873571	0.3740494
ENSG00000287918	ENSG00000287918.3	17.21411	-0.2210178	0.25660485	0.1873725	0.3740494
ENSG00000280099	ENSG00000280099.1	64.10612	0.2089821	0.21702242	0.1874286	0.3741241
SLC19A2	ENSG00000117479.16	526.9498	-0.2220222	0.26119989	0.1874598	0.3741487
FHL2	ENSG00000115641.20	400.9142	-0.2373293	0.42899725	0.1875381	0.3742298
BORCS6	ENSG00000196544.8	257.4121	-0.2147056	0.23362635	0.1875199	0.3742298
PIM2	ENSG00000102096.10	162.7047	-0.2180398	0.24526541	0.1876041	0.3743241
RPL13AP12	ENSG00000236047.1	12.56095	0.2366631	0.37662985	0.1876478	0.3743738
TESK1	ENSG00000107140.18	680.4297	-0.1972244	0.19140718	0.1877856	0.3744984
GPD2	ENSG00000115159.18	2675.819	0.1854019	0.17123532	0.1877771	0.3744984
SV2C	ENSG00000122012.14	1187.432	-0.2311425	0.47836113	0.1877581	0.3744984
ZNF44	ENSG00000197857.17	1005.346	0.1732203	0.15392865	0.1877319	0.3744984
ENSG00000310061	ENSG00000310061.1	27.33464	-0.2373893	0.41638178	0.1879256	0.3747401
COG4	ENSG00000103051.22	1446.888	-0.1536109	0.13051025	0.1879893	0.3748054
ZKSCAN4	ENSG00000187626.10	325.8362	0.1563516	0.13357948	0.1880105	0.3748054
ENSG00000286116	ENSG00000286116.1	30.58277	-0.2171944	0.24295281	0.1880148	0.3748054
KCNN4	ENSG00000104783.16	86.68113	0.2290974	0.30277062	0.1880869	0.3748424
ST20-AS1	ENSG00000259642.3	46.14579	-0.2044866	0.20683296	0.1880818	0.3748424
NDUFA7	ENSG00000267855.7	266.6401	-0.2024897	0.2023891	0.1880899	0.3748424
WDR5	ENSG00000196363.11	757.6464	-0.1681536	0.14762843	0.1881282	0.3748436
DCLRE1A	ENSG00000198924.9	472.0267	0.1627485	0.14103374	0.1881204	0.3748436
BAX	ENSG00000087088.22	966.5386	-0.2185319	0.24822381	0.1881583	0.3748554
HILPDA	ENSG00000135245.11	331.9116	-0.2276985	0.29381729	0.1881906	0.3748554
SPNS3	ENSG00000182557.9	42.60716	-0.2311288	0.31846334	0.1881722	0.3748554
FOXP1-DT	ENSG00000270562.2	60.05242	0.2327814	0.33485217	0.1884973	0.3754286
UQCRB	ENSG00000156467.11	3358.26	-0.1953627	0.18860746	0.1886144	0.3755978
PAXIP1	ENSG00000157212.21	435.7879	0.1324849	0.10884283	0.18862	0.3755978
PLD2	ENSG00000129219.15	981.6517	0.1926956	0.18393895	0.1887962	0.3759064
EEF1A1P19	ENSG00000249855.1	14.54239	0.2107353	0.22361211	0.1888127	0.3759064
MOCS1	ENSG00000124615.22	791.7744	-0.1883543	0.17664081	0.188864	0.3759485
NLGN2	ENSG00000169992.10	1878.27	-0.2115983	0.22618338	0.1888717	0.3759485
ENSG00000275719	ENSG00000275719.1	10.58677	-0.2159075	0.2400397	0.1889213	0.3760097
AIF1L	ENSG00000126878.14	3752.82	-0.2351453	0.36626522	0.1889898	0.3761084
RBPJ	ENSG00000168214.23	4208.986	0.1721924	0.15325073	0.1890422	0.376175
MYO15A	ENSG00000091536.20	62.0163	0.2198048	0.25532534	0.18908	0.3761998
POLR2J4	ENSG00000290758.3	997.7997	0.1991875	0.1964411	0.1891023	0.3761998
ENSG00000306316	ENSG00000306316.1	101.4906	-0.233492	0.34618734	0.1891114	0.3761998
ENSG00000231252	ENSG00000231252.5	53.75444	-0.2357419	0.38072481	0.1893293	0.3765205
ENSG00000265118	ENSG00000265118.5	79.82406	-0.2356716	0.37880909	0.1892964	0.3765205
ENSG00000300369	ENSG00000300369.1	57.57938	0.2351168	0.36925051	0.1893255	0.3765205
PRKAB1	ENSG00000111725.11	887.9466	-0.1775286	0.16067872	0.189417	0.3766572
WNK1	ENSG00000060237.20	12767.98	0.1864363	0.17394803	0.1894379	0.3766612
PRDM2	ENSG00000116731.23	2554.264	0.1648384	0.14420114	0.1895724	0.376765
FTO	ENSG00000140718.23	2373.349	0.1335613	0.11018213	0.1895825	0.376765
NFIL3	ENSG00000165030.6	1006.413	-0.2248023	0.28101242	0.1895453	0.376765
ENSG00000257398	ENSG00000257398.9	26.27326	0.2362382	0.40389943	0.1895848	0.376765
ENSG00000257511	ENSG00000257511.1	52.12458	0.190984	0.18154168	0.1895595	0.376765
RCCD1	ENSG00000166965.15	219.5314	-0.1802226	0.16465224	0.1896473	0.3768516
ENSG00000291047	ENSG00000291047.2	777.9865	0.2358953	0.39342076	0.189801	0.3771194
LRRK1	ENSG00000154237.13	2040.284	-0.1951336	0.18920285	0.1898479	0.3771749
EML5	ENSG00000165521.17	100.8807	-0.2218854	0.26679264	0.1899208	0.3772499
ENSG00000261067	ENSG00000261067.7	53.01791	-0.2239318	0.27734188	0.1899236	0.3772499
DIS3	ENSG00000083520.16	2204.726	0.1672131	0.14735634	0.1900386	0.3772842
ANKRD10	ENSG00000088448.15	4128.058	0.1891015	0.1786847	0.1900129	0.3772842
MAEA	ENSG00000090316.17	998.8344	-0.147468	0.12459399	0.1900546	0.3772842
POC5	ENSG00000152359.16	296.5781	0.168478	0.14893802	0.1900091	0.3772842
DDR2	ENSG00000162733.20	6232.387	0.2012578	0.20168896	0.1900506	0.3772842
PI4KA	ENSG00000241973.12	2348.136	-0.1831404	0.16917357	0.1899614	0.3772842
RPL22	ENSG00000116251.12	7207.07	-0.1958979	0.19087378	0.1901183	0.3773729
ARSB	ENSG00000113273.18	1069.802	0.1765066	0.15970988	0.1902363	0.3774849
COL4A2	ENSG00000134871.21	32536.85	0.2100833	0.22370536	0.1902077	0.3774849
TSR1	ENSG00000167721.12	1486.408	0.1752627	0.15800084	0.1902506	0.3774849
LYSMD3	ENSG00000176018.14	1038.102	0.190331	0.18091466	0.1902233	0.3774849
PRMT2	ENSG00000160310.21	5904.923	0.1895563	0.1796817	0.190337	0.3776187
RPL14P1	ENSG00000139239.7	44.22373	0.2101904	0.22426393	0.1903873	0.3776808
ARMC10	ENSG00000170632.15	1464.178	-0.1369128	0.11377735	0.1904334	0.3777347
ACADM	ENSG00000117054.16	1447.876	-0.1613724	0.14044181	0.1905239	0.3778764
SLC25A27	ENSG00000153291.16	397.6204	-0.2257608	0.2904312	0.1906393	0.3780603
ACTG1P14	ENSG00000230581.2	13.19797	0.2345234	0.37407939	0.1906546	0.3780603
ACVR1B	ENSG00000135503.14	774.6076	0.1659274	0.14608533	0.1907517	0.3782152
NDFIP1	ENSG00000131507.12	5651.427	0.1459139	0.12321783	0.1908528	0.3783781
MIA-RAB4B	ENSG00000268975.2	19.66003	-0.233121	0.35516127	0.190878	0.3783903
HTD2	ENSG00000255154.9	277.9303	0.164599	0.14451757	0.1909132	0.3784223
CYP1B1-AS1	ENSG00000232973.15	55.2278	-0.2352667	0.40764792	0.1910112	0.3785788
MMD	ENSG00000108960.10	1089.873	0.2100987	0.22499267	0.1910892	0.3786957
ARHGEF11	ENSG00000132694.21	2796.241	0.1561802	0.13464736	0.1911637	0.3787046
RAB6A	ENSG00000175582.21	6536.51	0.1619273	0.14138046	0.191156	0.3787046
EEF1A1P5	ENSG00000196205.8	1404.209	0.18529	0.17328535	0.1911698	0.3787046
FAM174C	ENSG00000228300.15	33.00144	-0.2335944	0.36406311	0.1911443	0.3787046
TTC19	ENSG00000011295.17	1285.268	-0.1395825	0.11673897	0.1912288	0.3787838
ENSG00000203546	ENSG00000203546.7	83.91067	0.2058842	0.21382957	0.1912787	0.3788448
BRWD1-AS1	ENSG00000238141.3	12.1548	-0.2191136	0.25742062	0.1913039	0.3788571
BCAT2	ENSG00000105552.16	383.3047	-0.222343	0.27302603	0.1913454	0.3788827
MEF2C-AS1	ENSG00000248309.10	110.3519	0.2272929	0.30354489	0.1913549	0.3788827
LINC00630	ENSG00000223546.10	397.5958	0.2181563	0.2534816	0.1913744	0.3788835
SPRYD4	ENSG00000176422.14	432.0187	0.1877285	0.17740471	0.1914249	0.3789459
ENSG00000283189	ENSG00000283189.2	303.5982	-0.2223975	0.27370246	0.19148	0.3790172
CCR5	ENSG00000160791.14	475.7251	-0.2233398	0.27904971	0.1915472	0.3790749
PSMG3-AS1	ENSG00000230487.10	797.7118	-0.1906188	0.18239636	0.1915445	0.3790749
F13A1	ENSG00000124491.17	3915.066	-0.230968	0.33615576	0.1916337	0.3791706
SNORA11	ENSG00000221716.1	22.05153	0.2278036	0.47942877	0.1916238	0.3791706
IRAK4	ENSG00000198001.17	955.2401	0.1824109	0.16914035	0.1916753	0.3792153
COL21A1	ENSG00000124749.18	603.7853	0.2345287	0.42090808	0.1918193	0.3794625
CYSTM1	ENSG00000120306.12	700.28	-0.2060132	0.21492699	0.191915	0.3795916
MAP7D3	ENSG00000129680.17	733.9356	0.1570195	0.13592288	0.1919279	0.3795916
ENSG00000229321	ENSG00000229321.3	63.30162	0.2314575	0.34336035	0.1919419	0.3795916
TUT7	ENSG00000083223.19	1919.438	0.1830714	0.17039092	0.1920524	0.3797724
SPANXA2-OT1	ENSG00000277215.3	46.86414	0.2290262	0.32068572	0.1921009	0.3798307
CDK6	ENSG00000105810.11	6958.845	0.2111267	0.22961237	0.1921286	0.3798476
ARRDC5	ENSG00000205784.5	29.08061	0.2309064	0.33949944	0.1922559	0.3800617
NRBF2P6	ENSG00000251485.1	21.26666	-0.2260046	0.29843191	0.1923339	0.380178
MT-CO1	ENSG00000198804.2	183076.8	-0.22303	0.28000778	0.1924129	0.3802964
LEPROT	ENSG00000213625.9	4463.295	0.1499134	0.12812424	0.192476	0.3803833
APOOL	ENSG00000155008.17	1111.7	0.1888021	0.17999777	0.1925335	0.3804232
PMS2P6	ENSG00000174384.9	93.02936	0.2341514	0.41424508	0.1925535	0.3804232
HERC2P2	ENSG00000276550.6	558.7658	0.2341971	0.40351378	0.1925388	0.3804232
ARL5B	ENSG00000165997.6	1893.881	0.2114258	0.23136103	0.1926516	0.3805792
EIF4A3	ENSG00000141543.13	1426.545	-0.1835646	0.17156419	0.1926874	0.3806121
ADAMTS16	ENSG00000145536.16	442.7946	-0.2334019	0.43200073	0.1927574	0.3806749
ENSG00000277135	ENSG00000277135.1	104.4042	0.2309503	0.34326902	0.192744	0.3806749
PXMP4	ENSG00000101417.13	536.6635	0.1615342	0.14162158	0.1927889	0.3806993
VPS13D	ENSG00000048707.15	9823.912	0.2251368	0.2949049	0.1929475	0.3807861
PLSCR4	ENSG00000114698.16	6222.474	-0.2085887	0.22324384	0.1929477	0.3807861
JAML	ENSG00000160593.21	704.1057	-0.2300411	0.33477556	0.1929216	0.3807861
NUDT4	ENSG00000173598.15	7764.912	0.203882	0.21079192	0.192931	0.3807861
RPL21P32	ENSG00000224019.1	18.5718	0.2333547	0.43042764	0.1929418	0.3807861
ENSG00000291121	ENSG00000291121.2	140.9636	0.2213225	0.27218207	0.1929243	0.3807861
SLC29A2	ENSG00000174669.13	36.03608	-0.2337668	0.39887894	0.1930973	0.3810423
ENSG00000279059	ENSG00000279059.1	113.0107	0.1990148	0.19987979	0.1931158	0.3810423
POLR2F	ENSG00000100142.17	485.3641	-0.189858	0.18228707	0.1931668	0.3811052
ENSG00000235078	ENSG00000235078.2	16.91785	-0.2184414	0.25885015	0.1931886	0.3811103
ENSG00000279633	ENSG00000279633.1	13.84217	0.2267733	0.30800328	0.1932769	0.3812124
AMZ2P1	ENSG00000291140.2	593.5517	0.1758458	0.1604744	0.1932787	0.3812124
ERVK3-1	ENSG00000142396.12	944.2326	-0.1861036	0.17604411	0.1933155	0.3812473
LETR1	ENSG00000248441.10	1624.972	0.2139003	0.24091274	0.1933527	0.3812828
ENSG00000287619	ENSG00000287619.2	96.45157	0.2283944	0.32186397	0.1933839	0.3813066
TMEM127	ENSG00000135956.12	2346.008	-0.1774385	0.16283702	0.193442	0.3813833
LMNB1	ENSG00000113368.13	316.1938	-0.2115716	0.23312507	0.193465	0.381391
PRRG3	ENSG00000130032.18	447.6457	-0.225997	0.48066552	0.1935276	0.3814765
CD63	ENSG00000135404.13	12071.51	-0.2022369	0.20755182	0.1935603	0.3815031
LTA4H	ENSG00000111144.11	1630.827	-0.1942349	0.19065655	0.1936147	0.3815727
ENSG00000308880	ENSG00000308880.1	14.15204	0.2285881	0.32615705	0.193852	0.3820025
TRAF3	ENSG00000131323.18	1082.999	0.1988934	0.20037459	0.1938928	0.3820451
CFAP263	ENSG00000103021.11	249.2233	-0.1905612	0.18411154	0.193933	0.3820865
ADAM11	ENSG00000073670.15	41.70014	-0.2236979	0.28945337	0.1940233	0.3821941
YY1	ENSG00000100811.15	3745.475	0.1474786	0.12602513	0.1940261	0.3821941
ZNF543	ENSG00000178229.9	392.1579	0.1756261	0.16062123	0.194099	0.3822621
R3HDM4	ENSG00000198858.11	570.1808	-0.2099029	0.22880473	0.194091	0.3822621
TSPOAP1-AS1	ENSG00000265148.8	48.0608	-0.2199483	0.26841863	0.1941223	0.3822701
LHFPL2	ENSG00000145685.15	6810.476	0.1895264	0.18246833	0.1941827	0.3823513
GTPBP1	ENSG00000100226.17	1153.416	-0.1938416	0.19040324	0.1942093	0.3823659
PCCB	ENSG00000114054.15	888.562	-0.171927	0.15558383	0.1942493	0.3823689
ARMH3	ENSG00000120029.14	1063.647	0.1043066	0.08407503	0.1942368	0.3823689
AP1B1	ENSG00000100280.18	3009.992	-0.2066008	0.21956343	0.1943538	0.3824718
LINC01637	ENSG00000237476.3	10.61723	-0.2279867	0.32322298	0.1943229	0.3824718
ENSG00000259316	ENSG00000259316.12	14.77152	-0.2287745	0.3308537	0.1943593	0.3824718
HMGCR	ENSG00000113161.18	1608.047	-0.1744928	0.15922727	0.1944612	0.3826347
ENSG00000285851	ENSG00000285851.1	105.8036	0.2303976	0.34951446	0.1944878	0.3826492
FCHSD1	ENSG00000197948.12	603.208	-0.1958553	0.19469877	0.1945954	0.3828229
SHH	ENSG00000164690.8	1157.352	-0.2317854	0.43565921	0.1946993	0.3829894
LYPD3	ENSG00000124466.9	30.37179	-0.2269986	0.31704547	0.1948041	0.3831577
KIF18B	ENSG00000186185.15	31.04506	-0.2258651	0.30857304	0.1949694	0.3834449
TPGS1	ENSG00000141933.9	253.6349	0.2102692	0.23163842	0.195179	0.3838192
NDUFB7	ENSG00000099795.8	669.9509	-0.2182628	0.2630261	0.1952362	0.383867
RPL21	ENSG00000122026.13	11598.99	-0.1985558	0.20102075	0.1952997	0.383867
HNRNPDL	ENSG00000152795.19	7832.765	0.1701706	0.15375907	0.1952935	0.383867
DOCK7-DT	ENSG00000235545.2	49.32822	0.2216361	0.28105477	0.1952764	0.383867
ENSG00000269925	ENSG00000269925.1	12.80496	0.2192546	0.26795897	0.1952522	0.383867
NOTCH2NLR	ENSG00000286106.3	121.5006	-0.2322082	0.40819709	0.1954595	0.3841431
ZFTRAF1	ENSG00000187954.15	493.4814	-0.2061743	0.22009442	0.1956554	0.38449
PILRA	ENSG00000085514.16	394.7673	-0.2187315	0.2667894	0.1958012	0.3847007
LINC02422	ENSG00000255760.5	29.29562	0.1875319	0.18019048	0.1957939	0.3847007
FHIP2B	ENSG00000158863.23	932.1029	-0.1992144	0.20300032	0.1958261	0.3847117
ENSG00000261654	ENSG00000261654.1	57.86336	0.2296967	0.35133818	0.1958473	0.3847152
NOSIP	ENSG00000142546.15	476.9104	-0.1946195	0.19337592	0.1958996	0.3847799
GPN2	ENSG00000142751.16	648.6514	-0.165889	0.14846809	0.1959276	0.384797
INKA2-AS1	ENSG00000227811.4	43.20219	-0.2300999	0.35788304	0.1959698	0.3848038
ENSG00000289557	ENSG00000289557.2	30.35055	0.2291823	0.45327966	0.1959586	0.3848038
ZC3H13	ENSG00000123200.18	4182.218	0.153687	0.13376227	0.1961251	0.385033
ADAMTS16-DT	ENSG00000250579.4	68.29639	-0.2317761	0.40600141	0.1961075	0.385033
MOAP1	ENSG00000165943.6	1195.117	0.1628927	0.1448123	0.1962107	0.3851629
CCDC91	ENSG00000123106.12	1080.397	0.1774984	0.16455891	0.1962607	0.3851769
CAPN7	ENSG00000131375.11	1946.54	0.1760987	0.1625243	0.1962766	0.3851769
LINC02897	ENSG00000221953.6	43.46169	0.2078917	0.22593166	0.1962952	0.3851769
ENSG00000277304	ENSG00000277304.1	16.50166	-0.2298866	0.35731415	0.1962472	0.3851769
YTHDC2	ENSG00000047188.17	2057.655	0.1973049	0.19936731	0.1963821	0.3852165
C1orf159	ENSG00000131591.19	198.2791	-0.2109378	0.23579666	0.1963713	0.3852165
CREBZF	ENSG00000137504.16	2546.977	0.1771772	0.16416193	0.1963902	0.3852165
CERNA2	ENSG00000285972.2	31.49318	-0.2315842	0.4054608	0.1963929	0.3852165
LAP3	ENSG00000002549.14	2460.909	-0.2030049	0.21269386	0.1964553	0.385301
PJA1	ENSG00000181191.13	1209.74	0.1782626	0.16584946	0.1965267	0.3853652
ENSG00000278434	ENSG00000278434.1	25.27319	0.2292602	0.35111831	0.1965246	0.3853652
MBTPS1-DT	ENSG00000260018.3	11.61163	-0.2163464	0.25736323	0.1965717	0.3854154
ANGPTL4	ENSG00000167772.13	458.3474	-0.230936	0.38060424	0.1966133	0.3854457
DDIT4	ENSG00000168209.7	5379.749	0.2090966	0.2301437	0.1966259	0.3854457
IVNS1ABP	ENSG00000116679.18	6019.339	0.1909498	0.18706143	0.1967936	0.3856294
HMGB1P5	ENSG00000132967.11	267.4691	-0.2283297	0.45510656	0.1967971	0.3856294
TRMT12	ENSG00000183665.5	268.5119	-0.1683339	0.15207198	0.1967945	0.3856294
